keyword,frequency
asphalt roof,5
6 units,5
partial remodel,5
counter service,5
replace roofing,5
install structural changes,5
code upgrade,5
exist landing,5
enclose porch,5
6 mil,5
ceiling wall,5
new electrical service,5
use,5
support beam,5
update bathroom,5
replace -,5
vanity,5
exist service,5
finish ceiling,5
service counter,5
window installation,5
new storefront,5
remove kitchen remodel,5
fire block,5
install rough plumbing,5
install new ones,5
frame ceiling,5
site id unit,5
double door,5
repair area,5
bath wall,5
exterior finish,5
chimney removal,5
roof vent,5
2 roof,5
glass enclosure,5
surround wall,5
fire escape,5
bath cabinet,5
demo exist kitchen,5
521 cmr,5
vent bath fan,5
masonry opening,5
replace same size like windows,5
public way,5
install new shower unit,5
plot plan,5
new ceiling tile,5
pantry room,5
proposed project,5
base cabinet,5
lobby space,5
21 windows,5
remove plumbing fixtures,5
rough opening,5
7 feet,5
repair slate,5
hour fire,5
tissue culture lab,5
steam shower,5
entrance vestibule,5
shingle roofing,5
wet bar,5
exist brick,5
small section,5
card reader,5
sf .,5
install footing,5
life safety code,5
minor interior demolition,5
install sink,5
adjacent area,5
kitchen bedroom,5
cellulose r15,5
rear entrance,5
new fan,5
deck size,5
remove part,5
andover hall,5
install vinyl plank,5
4 harvey,5
replace frame,5
gable end,5
wood clapboard,5
half screen,5
soffit board,5
flooring,5
building material,5
wood insert,5
drywall repair,5
repair ceiling,5
new hardwood flooring,5
demo,5
waterproofing repair,5
ice cream,5
new finish fixture,5
new architectural finish,5
asbestos abatement,5
finish fixture,5
10 new window,5
velux deck,5
bay sink,5
select location,5
lobby,5
floor wall,5
site,5
unit owner,5
remove replace same like size,5
roof decking,5
west,5
replace toilet,5
mep,5
replace front steps,5
porch decking,5
install decking,5
kitchen ceiling,5
new lab equipment,5
exist appliance,5
membrane installation,5
tenant suite,5
fp modification,5
exit door,5
glass storefront,5
- factor,5
refinish hardwood floor,5
breakroom area,5
joint,5
support column,5
interior paint,5
steel wall,5
vacant space,5
update finish,5
ceiling plaster,5
membrane replacement,5
roofing repair,5
research laboratory,5
bath accessory,5
355 main,5
open office area,5
new reception desk,5
pantry,5
standing seam,5
new step,5
remove fixtures,5
fp improvement,5
masonry facade,5
garage work,5
bed room,5
space renovation,5
replace plumbing,5
drainage system,5
attach contract,5
replace plumbing fixtures,5
bathtub,5
structural drawing,5
window sealant,5
1st flr,5
benjamin moore,5
replace countertop,5
suite,5
mold resistant sheetrock,5
west elevation,5
st unit,5
deck area,5
replace sheetrock,5
7 harvey,5
replace basement door,5
porch stair,5
egress path,5
exist washer,5
1st floor bathroom,5
research lab,5
stuctural work,5
finished shell,5
14th floor,5
build deck,5
door install,5
total gut,5
hvac duct,5
sister joist,5
replace ceiling drywall,5
structural framing,5
2nd floor deck,5
building renovation,5
select wall,5
pt post,5
stop insulation,5
infrastructure improvement,4
replace tile floor,4
classroom renovation,4
change bathroom,4
floor room,4
build new walls,4
manufacturing facility,4
work involves:1,4
glass window,4
remodeling,4
low,4
rework sprinkler,4
work zone,4
install kitchenette,4
ceiling insulation,4
porch room,4
core condition,4
corner post,4
replace toilet vanity,4
remove clean joe llc,4
and/or insulation,4
sidewalk,4
cellulose wall,4
waterproofing membrane,4
infrastructure upgrades,4
"bathrooms,3 kitchen",4
ethan lacy,4
mepfp modification,4
ceiling level,4
door system,4
wall layout,4
air vent,4
2 sets,4
office door,4
small portion,4
safety equipment,4
harvard square,4
new carpeting,4
finish flooring,4
future renovation,4
room renovation,4
door operator,4
exist column,4
exterior walls,4
ansul system,4
brick column,4
underpin foundation,4
install new hardwood floors,4
emergency device,4
construction office,4
kitchenette,4
bike rack,4
remodel unit,4
remove railings,4
entrance stair,4
new section,4
floor shower,4
select repair,4
remove exterior,4
damage,4
deck remodel,4
vanity cabinet,4
entire home,4
minor electrical work,4
4 rooms,4
2 office,4
group seating,4
exist facade,4
paint ceiling,4
floor refinishing,4
engineer,4
5th floors,4
core shell,4
2 closets,4
floor dining,4
gutter hanger,4
bay,4
electric dryer,4
gymnasium assembly,4
kitchen gut,4
new windows,4
gable wall,4
current code,4
% impact,4
exist light,4
culture lab,4
7 ft,4
install new antennas,4
current kitchen,4
new master bathroom,4
wireless antenna,4
install remote radio units,4
panel system,4
entry hallway,4
new entrance,4
exist suite,4
structural renovation,4
residence hall,4
water damadge,4
fiberglas,4
exist concrete floor,4
building type,4
exisiting footprint,4
work room,4
build closet,4
requirement,4
replace vinyl windows,4
east,4
expansion project,4
selective interior demo,4
replace exterior siding,4
bay unit,4
- split,4
gutter accessory,4
new utility,4
street elevation,4
new kitchen equipment,4
closet opening,4
foyer,4
substantial renovation,4
water leakage,4
apartment hallway,4
elevator machine,4
20 windows,4
"6,210 sf",4
foundation repair,4
bump out,4
paint,4
demolition scope,4
utility sink,4
complete interior demo,4
"1,000 sf",4
basement remodeling,4
replace hvac,4
vanity replacement,4
renovate 1st floor,4
unused cables,4
1 skylight,4
rise building,4
new shower stall,4
demise wall,4
install new hardwood floor,4
remove partition,4
vent fan,4
repair painting,4
install vanity,4
new counter,4
stone countertop,4
kitchen faucet,4
cosmetic improvement,4
bio labs,4
interior gut renovation,4
structural element,4
dryer unit,4
patch ceiling,4
floor layout,4
play area,4
replace bathrooms,4
remove skylights,4
exist wood gutter,4
glass wall,4
new wood,4
radio unit,4
retain wall,4
6 harvey,4
6x6 pt,4
drywall patching,4
acrylic shower,4
21 replacement,4
structural demo,4
exist office area,4
entirety,4
excavate area,4
utility work,4
residentail unit,4
steel beam,4
remove offices,4
replace basement,4
remove radios antennas,4
400 sf,4
tenant buildout,4
floor entry,4
grab bar,4
repair stucco,4
old chimney,4
exist wall finish,4
floor staircase,4
shower unit,4
floor stair,4
2 sprinkler,4
eli lilly,4
steel stair,4
collaboration area,4
sun room,4
2 interior,4
rework plumbing,4
steel post,4
volume control,4
hall,4
2nd bedroom,4
loft area,4
replace bricks,4
sprinkler pipe,4
stone wall,4
replacement exterior,4
footing,4
post,4
decking floor,4
bath vanity,4
replace gutters,4
beam,4
2 footings,4
north facade,4
fire detection,4
work plan,4
exist master bathroom,4
entrance step,4
exist pantry,4
rigid insulation,4
exist decking board,4
foundation permit,4
exist sunroom,4
remove entry door,4
fire alarm modification,4
lab use,4
door insulation,4
cambridge fire department,4
previous contractor,4
replace shower valve,4
tenant fitup,4
replace sink,4
barn door,4
roof hatch,4
granite countertop,4
repair rear deck,4
entry deck,4
small kitchen,4
basement work,4
batt insulation,4
exist countertop,4
roof leak,4
new structure,4
paint apartment,4
family bath,4
lot,4
st floor,4
isdall item,4
1 st,4
stair riser,4
bathroom floor tile,4
install cellulose insulation,4
season room,4
new slide door,4
replace railing,4
masonry work,4
1000 sq,4
fire door,4
new ceramic tile,4
rework exist sprinkler,4
electrical lighting,4
bath tile,4
kitchen deck,4
master bed,4
3rd story,4
replace windows replacement,4
entry hall,4
landmark architectural,4
6 ft,4
5 steps,4
enlarge opening,4
vanserg building,4
spaulding cambridge,4
second story,4
"2,000 sf",4
construct addition,4
story portion,4
20 ft,4
fa device,4
basment floor,4
exterior drill,4
3 rooms,4
build exterior,4
2nd floor bath,4
main floor,4
compliance,4
500 sf,4
44 ft,4
remove ceiling,4
elevator equipment,4
remove replace exterior door,4
2 level,4
oxford street,4
distribution ofthe,4
ada ramp,4
remove exisitng,4
new garage,4
low roof,4
lab fit,4
façade repair,4
27 square,4
backyard deck,4
basement reno,4
south façade,4
copper roofing,4
bench seat,4
new wallboard,4
fitout project,4
plumbing location,4
fire alrm,4
cell spray,4
east end,4
measurement,4
adaptive reuse,4
gutter line,4
property owner,4
patio,4
main entrance,4
scopeof work,4
building footprint,4
cover area,4
mechanical space,4
cosmetic work,4
food service,4
load,4
repair roofing,4
complete bathroom remodel,4
window treatment,4
takeda pharmaceuticals,4
floor restroom,4
enabling work,4
interior finish upgrade,4
condition space,4
remove bath tub,4
oak hardwood,4
bathroom layout,4
garage deck,4
shower enclosure,4
premium owens,4
corning roofing,4
shell building,4
work space,4
entrance deck,4
replace remodel kitchen,4
bike room,4
construct deck,4
access stair,4
exist 1st floor,4
repair misc,4
- value,4
install gas fireplace,4
site dumpster,4
install -,4
sf office,4
weatherizaton work,4
isoplyscanurate insulation,4
hardboard insulation,4
stair cover,4
drywall wall,4
150 broadway,4
floor refinish,4
exist lobby,4
replace subfloor,4
bathroom exhaust,4
suppression system,4
andoffice workplace,4
blow cellulose wall,4
install shower,4
wood stove,4
condo association,4
street level,4
replacement cabinet,4
reinstall insulation,4
required epdm,4
replace glass door,4
gas unit,4
remove porch,4
23rd floor,4
install drywall plaster,4
roof curb,4
building addition,4
repair rot,4
install 1/2 bath,4
new recess light,4
flash lintel,4
repair patch,4
exist hvac system,4
structural demolition,4
architectural finish upgrade,4
8 harvey,4
old decking,4
repair fire escape,4
corner,4
work environment,4
exist insulation,4
misc repair,4
new blueboard,4
perimeter deck,4
zoning board,4
harvey majesty,4
air conditioner,4
fitness room,4
potential tenant,4
tenant spaces,4
drywall,4
rear elevation,4
exterior demo,4
partial interior renovation,4
cap stone,4
new lighting fixture,4
renovation area,4
expansion joint,4
hvac component,4
accessibility standard,4
remove frame,4
floor patch,4
drywall patch,4
bedroom apartment,4
bathroom alteration,4
story porch,4
repair stair,4
bathroom toilet,4
replace hardwood floors,4
maintenance access,4
insulate roof,4
wall section,4
20 replacement window,4
code compliant,4
furniture replacement,4
tile replacement,4
5/8 sheetrock,4
115 broadway,4
ave building,4
entrance lobby,4
replace countertops cabinets,4
riser height,4
install new doors windows,4
structual change,4
column,4
gypsum partition,4
cabinet lighting,4
convert basement,4
9 existing,4
"7,000 sf",4
apartment building,4
misc patching,4
install patch,4
lounge space,4
3 ton,4
brick stair,4
thevestibule door,4
masonry joint,4
wall paint,4
water loss,4
fiber line,4
bza,4
11 existing,4
tv room,4
remove flooring,4
drywall finish,4
horse hair,4
200 amp,4
minor reconfiguring,4
room ceiling,4
refinish basement,4
counter -,4
additional space,4
live area,4
building frame,4
9 new,4
cmu block,4
install new trim,4
sf fit,4
1st floor bath,4
1 hour,4
6th floors,4
repoint foundation,4
30 windows,4
exist vanity,4
tube wiring,4
emergency remediation,4
replace sink tiles vanity,4
telecommunication equipment,4
replace wood,4
conditioning system,4
basement entrance,4
air handling,4
demo interior,4
porch deck,4
low voltage,4
center,4
fixture swap,4
handrail,4
gwb ceiling,4
custom cabinetry,4
structural steel,4
unit laundry,4
amp service,4
egress stairway,4
exist window opening,4
infill floor,4
new brick,4
type,4
replace counter,4
egress,4
limited demolition,4
new baseboard,4
tenant build,4
exist carpet,4
demolition portion,4
gutter guard,4
business use,4
hotel room,4
hallway closet,4
2 rear,4
- location,4
infill wall,4
electrical device,4
block wall,4
sprinkler sub,4
4x4 posts,4
suspend ceiling,4
insulation weaterization,4
mallinckrodt building,4
work description,4
4x4 pt,4
crawlspace insulation,4
accessory building,4
floor slab,4
propose scope,4
replace panel antennas,4
parapet wall,4
information,4
medium room,4
exist addition,4
detailed plan,4
epdm roof,4
sprinkler piping,4
pt lumber,4
1 1/2,4
interior drywall,4
architectural design,4
fa strobe,4
gutter replacement,4
wood work,4
repair waterproofing,4
stand shower,4
water test,4
install composite decking,4
aluminum wall,4
equipment layout,4
replace back deck,4
exist size,4
parapet repairs,4
fresh air,4
mold remediation,4
seal siding,4
server room,4
procedure room,4
"3,500 sf",4
primary bath,4
laboratory spaces,4
replace same size,4
steel angle,4
railing,4
minor hvac,4
expose ceiling joist,4
2300 sf,4
gunite pool,4
level space,4
install railing,4
point,4
2nd floor renovation,4
sale area,4
jack stud,4
demo chimney,4
new partition layout,4
project extent,4
brick repair,4
main lobby,4
velux skylights,4
building rooftop,4
base building,4
kitchenette rework,4
metal flashing,4
request,4
exist open space,4
exist curb,4
- contractor,4
wood railing,4
entry landing,4
setback,4
floor interior,4
ledger board,4
retile bathroom,4
site landscaping,4
landlord work,4
3 entry,4
temp egress,4
install kitchen cabinet,4
install blue board,4
yoga room,4
1 office,4
common hallway,4
new act ceiling,4
install roxul,4
install new roof,4
freezer room,4
window wall,4
energy conservation measure,4
clothe washer,4
porch step,4
slider door,4
fire cabinet,4
underside,4
window area,4
single door,4
disposal fee,4
surface finish,4
dorm room,4
mech room,4
damage siding,4
replace kitchen windows,4
single room,4
replace double windows,4
vct flooring,4
damage ceiling,4
antenna modification,4
house renovation,4
supply duct,4
treatment area,4
site utility,4
4 doors,4
exist shell,4
replace kitchen cabinet,4
non structural,4
5TH floor,4
lighting system,4
repair fence,4
