record_number,keyword,frequency
400,infrastructure upgrade,15
400,roof,45
400,shell upgrade,2
400,floor infill,3
400,infrastructure upgrade,15
401,interior renovation,326
401,new millwork,16
401,new staircase,8
401,loft,1
401,structural work,326
401,bedroom space,3
402,replace kitchen,16
402,exist kitchen,125
403,wall,89
403,retail space,8
403,future tenant,8
404,5 replacement,14
404,replacement window,270
404,replacement window,270
405,structural change,561
405,air sealing,782
406,plan provided,1
407,build sf single story addition,1
407,wood floor,62
407,802 sf,1
407,east,3
407,window,52
407,exterior door,47
407,laundry hookup,8
407,exist house,12
407,wood floor,62
407,family home,45
407,wood floor,62
408,new light,13
408,kitchen cabinet,188
408,complete apartment,2
408,kitchen cabinet,188
410,insulation work,599
410,insulation work,599
410,mass save,368
410,save program,353
411,13 replacement window,1
412,space,40
413,2 bathrooms,47
413,remodel,9
413,new electrical wiring,1
413,floor finish,41
413,replacement window,270
413,traverse architects,2
413,david fenchel,2
413,family dwelling,26
413,master bath,37
413,bath addition,1
413,floor finish,41
413,replacement window,270
413,traverse architects,2
413,david fenchel,2
414,replace rear door,1
414,install new lvl post header,1
414,new lvl header,2
414,psl post,2
414,psl post,2
415,residence hall,2
415,juliet balcony,2
415,residence hall,2
415,site fence,3
415,interior demo,88
416,exist kitchenette,3
416,new layout,74
416,work room,4
417,2nd flr,6
418,replace deck,30
418,rubber roof,46
418,roofing,1
418,size,61
418,configuration,2
418,reuse metal railing,1
418,rubber roof,46
418,floor ell,1
419,install new cabinets,13
419,kitchen cabinets removal,1
419,exist footprint,31
421,14th floor,5
421,new office space,10
421,conference space,10
421,office amenity,2
421,14th floor,5
421,new associate plumbing,1
421,fire alarm,348
421,building landlord,2
421,conference space,10
421,office amenity,2
421,fire alarm,348
421,building landlord,2
422,1st floor,343
422,2nd floor,378
422,bay,4
422,2nd floor,378
423,insulation weatherization,24
423,attic floor,38
423,attic slope,6
423,exterior wall,166
423,exterior door weather,2
423,door sweep,31
423,air sealing,782
423,kneewall walls,2
423,fiberglass batting,18
423,kneewall slope,17
423,thermal barrier polyiso,8
423,kneewall gable,9
423,kneewall floor,6
423,dense pack cellulose,30
423,door sweep,31
423,air sealing,782
423,kneewall walls,2
423,fiberglass batting,18
423,kneewall slope,17
423,kneewall gable,9
423,gable wall,4
423,kneewall floor,6
424,exist office space,55
424,ground level,47
424,studio,1
424,new renovation,2
424,exist finish,81
424,fire protection,225
424,fire alarm,348
424,ground level,47
424,fire protection,225
424,fire alarm,348
425,repair new standard door,1
425,repair plater,1
425,repair painting,4
425,non load,29
425,partition wall,94
425,medicine cabinet,25
425,vanity light,13
425,new radiatorinstallation,1
425,french door,6
425,bifold door,1
425,partition wall,94
425,wall new,1
425,new kitchen,122
425,medicine cabinet,25
425,vanity light,13
425,opening replacement,1
425,door plater,1
425,plater repair,1
426,penthouse space,3
427,install electrical vehicle,1
428,6th floor,57
428,6th floor,57
428,open office area,5
428,support room,2
428,fa fp,3
428,support room,2
429,2nd floor,378
429,gut renovation,124
429,unfinished attic,2
429,finished space,3
429,new windowless,1
429,new skylight,18
429,gut renovation,124
429,floor master,11
429,master suite,16
430,electrical upgrades,3
430,exist substation,2
430,electrical upgrades,3
431,remove exterior trim siding,2
431,install new composite siding,1
431,replace entrance stairs landing,1
431,exterior siding,39
431,entrance landing,2
431,exterior siding,39
431,entrance landing,2
432,install hot tub,1
432,scope,80
432,deck surface,5
432,mention garage,1
432,kelley street,1
432,backyard garage,1
432,deck surface,5
433,replace cabinet antennas,1
433,small cabinet,1
433,additional ancillary equipment,1
433,equipment cabinet,9
433,battery backup,2
433,backup cabinet,1
433,communication facility,12
434,apartment renovation,8
434,renovate kitchen,106
434,update finish,5
434,unit,75
434,update plumbing,15
434,electrical system,14
434,apartment renovation,8
434,update plumbing,15
435,vinyl window,32
435,2 new,66
435,install lvl beam,3
435,new wiring,16
435,new plumbing,68
435,install new vinyl,1
435,new foam insulation,1
435,new interior door,6
435,living room,222
435,bathroom wall,14
435,wall framing,1
435,hvac heat,2
436,vacant space,5
436,restaurant fit,6
437,18 banks,1
437,new ramp,3
437,temporary ramp,1
437,new railing,6
437,landing area,1
437,ada standard,1
437,trench drain,3
438,remove asbestos insulation,1
438,select interior partition,2
439,2 anchor,1
439,84 steel tube,1
439,base plate,2
439,anchor hole,2
439,new baseplate,1
439,exist post,2
439,exist core,2
439,anchor railing,2
439,concrete ledge,1
439,entrance,18
439,parking garage,27
439,base plate,2
439,anchor hole,2
439,post section,1
439,patch concrete,1
439,construction grade,1
439,grade sealant,1
439,anchor railing,2
439,steel expansion,1
439,expansion anchor,1
439,sidewalk protection,1
439,parking garage,27
440,lease office,1
440,partition wall,94
440,new lighting,46
440,partition wall,94
441,remove surfaces wall,2
441,install new tile,21
441,install new risers plumbing,1
441,install new plumbing fixtures,3
441,install new countertops paint cabinets,1
441,install wood flooring,2
441,24 units,2
441,9 studio,1
441,1 bedroom,8
441,24 units,2
441,floor surface,2
441,sanitary riser,1
441,new cabinet,93
441,new paint,25
441,exist wood flooring,1
441,bedroom units,1
441,floor surface,2
441,fire alarm,348
442,4th office,1
442,scope,80
442,permit request,7
442,selective interior demolition,11
442,hvac removal,2
442,premise,5
442,need,2
442,fire department,6
442,renovation phase,2
442,project,176
442,permit request,7
442,office space,207
442,hvac removal,2
442,demo work,6
442,heat detector,6
442,detector loop,1
442,fire department,6
442,renovation phase,2
443,remove stairs,10
443,2nd floor,378
443,2x10 pt,9
443,2nd floor,378
443,entry porch,16
443,demo column,2
443,porch finish,2
443,install stair,3
443,entry porch,16
443,demo column,2
443,porch finish,2
443,2x10 pt,9
443,pt beam,1
443,install stair,3
444,accessory apartment,6
444,accessory apartment,6
445,replace interior doors,9
445,kitchen remodel,97
445,kitchen remodel,97
446,replace skylight,14
446,1 existing,32
446,exist skylight,33
446,kitchen,106
447,remove chimney,36
447,remove ceiling wall,2
447,remove non load,3
447,1st floor,343
447,patch roof,18
447,floor finish,41
447,1st floor,343
447,clean,2
447,patch roof,18
447,floor finish,41
447,living room,222
448,remove repair condo,1
448,replace dry wall,2
448,exist appliance,5
448,counter top,41
448,exist dryer ductwork,1
448,install oak floor,2
448,counter top,41
449,install trim,4
449,deck,32
449,new rail system,2
449,trim install,2
450,weatherization insulation,6
451,remove shower vanity tub,1
451,install new vanity re - bathroom shower,1
451,exist floor,15
451,new shower,19
451,tile bathroom,9
452,structural change,561
452,air sealing,782
453,remove renovate master bathroom,1
453,remove fixtures,4
453,exist fixture,10
453,floor finish,41
453,new fixture,32
453,floor finish,41
454,6 total,2
454,verizon purpose,2
454,exist mobile communication,1
454,verizon purpose,2
454,radio head,6
454,junction box,20
456,6th floor,57
456,floor office,37
456,office space,207
456,space renovation,3
457,replace windows,238
457,remove vinyl siding,2
457,replace original prep siding,1
457,3 bedroom,3
457,1 bathroom,13
457,2 bedroom,6
457,2 bathroom,7
457,interior partition,105
457,interior demo,88
457,new plumbing,68
457,new kitchen,122
457,exist window,123
457,exist vinyl siding,4
457,original siding,3
457,new landscaping,4
457,family house,25
458,6 new,16
458,exist stone foundation,1
458,new footing,38
458,steel column,10
458,structural slab,2
458,mechanical unit,2
458,metal bulkhead,2
458,sister joist,5
458,steel column,10
458,metal bulkhead,2
458,sister joist,5
459,replace rear porch entrance structure,1
459,rear porch structure,1
459,small entrance,1
460,replace porch railings decking,1
460,porch decking,5
460,rubber roof,46
460,porch decking,5
460,rubber roof,46
461,floor,180
461,demolition permit,8
461,address,3
461,electrical wiring,7
461,rough framing,3
461,plan,51
461,application,25
461,space,40
461,demolition permit,8
461,building code,10
462,remove door frame,1
462,install new door frame,1
462,install patch walls,1
462,exist door frame,1
463,install andersen windows,1
463,24 andersen windows,1
464,insulation work,599
464,insulation work,599
464,mass save,368
464,save program,353
465,3rd floor,285
465,bathroom renovation,251
465,3rd floor,285
465,bathroom renovation,251
466,repair masonry,20
466,repair erection sealants,1
466,new kawneer,1
466,punch window,1
466,curtain wall system,1
466,associated work,1
466,minor masonry repair,1
466,window system,2
466,access window,2
466,window replacement,88
466,replacement location,1
467,build temp construction wall,1
467,3 cambridge,2
467,8th floors,2
467,355 main,4
467,3CC construction,1
467,tenant enabling work,1
467,upcoming construction,3
467,cambridge center,5
467,exist meps,1
467,architectural finishes,14
467,contractor,8
467,upcoming 3cc construction,1
467,temp wall,2
467,occupy,1
467,cambridge center,5
467,main street,13
467,architectural finishes,14
467,temp wall,2
468,install regency alterra,1
468,install steel liner cap,1
468,wood insert,5
468,fireplace,1
468,wood insert,5
469,complete renovation,50
469,new window,165
470,1 door,18
470,structural work,326
471,remove structural members,3
471,stud,25
471,ceiling plaster,5
471,exterior siding,39
471,exterior siding,39
472,mass save,368
472,save program,353
473,replace kitchen tops cabinets,3
473,replace room plumbing floor,1
473,bath,23
473,kitchen cabinet,188
473,counter top,41
473,powder room floor,1
473,paint unit,18
473,kitchen cabinet,188
473,counter top,41
473,plumbing fixture,94
473,paint unit,18
474,1 bathroom,13
474,2 offices,6
474,new tenant improvement,1
475,replace sink toilet,1
475,replace doors,20
475,install floor,9
475,4 doors,4
475,basement wall,7
475,outlet,6
475,engineer floor,1
475,basement wall,7
476,install anderson slider windows,1
476,install wire,1
476,install plumb ups kitchen,1
476,install spray foam board insulation,1
476,install recess panel lights,1
476,remove radiators,3
476,remove radiator areas floor,1
476,install heating system,1
476,repair wall,29
476,remove chimneys,11
476,install third floor rails deck,1
476,install pt decking sleepers,1
476,2020 pages,1
476,9 anderson,1
476,1 slider,2
476,3 skylights;install,1
476,smart architecture,4
476,following;protection,1
476,demo roof,2
476,exterior trim,9
476,fornew work,1
476,anderson window,3
476,floor addition,20
476,15 recess light,1
476,200 amp panel,1
476,water heater,17
476,floor unit,40
476,bath floor,11
476,second floor,157
476,floor deck,29
476,pt sleeper,2
476,azek decking,6
476,spanish cedar cap,1
476,smart architecture,4
476,demo roof,2
476,frame ceiling,5
476,ceiling joist,7
476,exterior wall,166
476,skylight curb,1
476,strap ceiling,3
476,anderson window,3
476,hardie plank,4
476,floor addition,20
476,water heater,17
476,floor unit,40
476,radiator floor,1
476,wall repair,6
476,repair area,5
476,foam insulation,17
476,plaster wall,20
476,closet shelving,1
476,water proof,4
476,proof shower,1
476,shower area,17
476,tile shower,20
476,shower wall,19
476,bath wall,5
476,bath floor,11
476,hall floor,1
476,floor- kitchen,1
476,floor deck,29
476,pt sleeper,2
476,azek decking,6
477,demountable opening,1
477,repaint majority,1
477,space,40
478,replace siding,26
478,hardie plank material,1
478,porch,76
479,build mop closet,1
479,install new plumbing fixtures,3
479,exist knee wall,2
479,refinish floor,19
479,repaint space,1
480,project,176
480,tenant space,73
480,change,120
480,construction type,27
480,interior renovation,326
480,tenant space,73
480,acoustic flooring,1
480,construction type,27
480,building area,6
481,insulation work,599
481,insulation work,599
481,mass save,368
481,save program,353
482,replace plaster walls ceilings,1
482,plaster ceiling,8
482,plaster ceiling,8
482,install sound,1
483,construct new closets,1
483,remodel kitchen,91
483,bath,23
483,sand hardwood floor,2
483,replacement window,270
484,demo exist kitchen,5
484,bathroom,187
484,build in,8
484,new finish,171
485,replace wood framing,1
485,2 windows,42
485,3 existing,23
485,install exterior door,1
485,rear face,1
485,public way,5
486,replace walls,6
486,water installing insulation,1
487,replace windows,238
487,2 existing,55
487,3rd floor,285
487,exist window,123
489,2nd floor bathroom,16
489,new tile,58
489,exterior work,58
489,plumbing location,4
490,1st floor,343
490,interior renovation,326
490,exist bathroom,147
490,exist kitchen,125
490,fixture replacement,3
490,exist interior opening,1
490,fixture replacement,3
490,floor powder,12
490,powder bath,1
490,pocket door,13
490,door installation,2
491,floor,180
491,cambridge ma,16
491,interior tenant,15
491,cambridge ma,16
492,1st floor,343
492,2nd floor,378
492,office space,207
492,floor vestibule,1
492,floor tenant,17
492,office space,207
492,fire alarm,348
492,fire protection,225
492,protection modification,3
493,replace trim drywall,2
493,3rd floor,285
493,repair damage,8
493,broken water pipe,2
493,repair damage,8
494,structural work,326
494,replacement shower,11
495,exist tread,2
495,old nail hole,1
495,wood putty,2
495,tape stringer,2
495,butyl tape.2,2
495,install stair,3
495,needed3,1
495,install composite tread,1
495,pvc risers4,1
495,paint riser,2
495,deck skirt,2
495,riser color,2
495,exist trim,2
495,wood putty,2
495,tape stringer,2
495,butyl tape.2,2
